	KRASQH-7.rpkmlog	KRASQH-4.rpkmlog	KRASQH-6.rpkmlog	KRASQH-2.rpkmlog	KRASQH-1.rpkmlog	KRASQH-9.rpkmlog	KRASQH-3.rpkmlog	KRASQH-5.rpkmlog	KRASQH-8.rpkmlog
TEN1-CDK3	0.0368065139449981	0.0743073169867426	0.0203066770057834	0.0190667725614115	0	0.0186533060815132	0.0938541481550605	0.0484990631026968	0.0702779846392337
MSL3P1	2.19817369773037	2.23718197367642	2.27579596924703	2.25838711525751	2.12137835076038	2.3112930350214	2.35205208368272	2.43433540578309	2.30042803743526
LOC286297	0	0	0	0	0.0217975458669705	0	0	0	0
C15orf26	0.0388816477569796	0	0	0	0.0356995409074523	0	0	0	0
C15orf27	0.215876400514514	0.150626179267736	0.0556845316985248	0.266797160719005	0.15722299690335	0.171777720417316	0.188976383854734	0.21186867917915	0.230484139775718
C15orf24	5.9186415159031	5.77228192696034	5.87950313772494	5.81568991507488	5.86813007363212	5.86099229416175	5.78764823832614	5.66897253947722	5.88300488744544
C15orf23	3.66471218986269	3.61017557480083	3.89799424694329	3.68907907332088	3.82173791056032	3.79438029676233	3.6058722340111	3.51061811609618	3.84486080030723
C15orf29	3.40519665320994	3.35530142571666	3.33817606454095	3.17564224412827	3.37707717747725	3.36451230401174	3.22226505801964	3.12570580348792	3.32761886409707
ZNF117	1.22047847419196	0.951931736232384	0.931012743206139	1.03181095297797	1.118177742627	1.03481969028678	0.869636734622384	1.07596670864544	1.06364378681689
ZNF114	0.878644289925459	0.694517908029399	0.55654719223192	0.66210332764787	0.823063523126661	0.852322753653698	0.83017927557259	0.813047445539274	0.746899945089719
SEZ6L	0.0280555401105521	0	0.010323447336197	0.00969106076530044	0	0.0188985904883339	0.00816500255778972	0	0.0181283919386814
PRKAR2A	4.02406244362294	4.12190267063839	4.00601623835785	4.12498867030287	4.10084285001812	4.10571159391024	4.11878622623494	4.09303881585226	4.05494976363684
PRKAR2B	0.739736717100125	0.700436205624793	0.706445377158416	0.671698701546333	0.819884510428618	0.733670184904021	0.733225543985184	0.725125719204611	0.63804552997422
MAGT1	4.92819410795183	4.98968134219398	5.02010340171172	4.85995537354385	4.98713459012	5.01572033859101	4.86948044317529	4.88043014875269	4.97865148117178
C20orf54	0.655099589352363	0.316041202012637	0.470229394783858	0.594158906183489	0.582865201602279	0.520197260971613	0.501084018203368	0.578065471299623	0.502174165138108
TMEM200B	0.219669560677921	0.285301591614733	0.261209571696929	0.246449054587192	0.329327174703145	0.339187846156872	0.329629331673201	0.334703292190744	0.344897184178983
ITGA2B	0	0.0742204204048038	0	0.0190440473292933	0	0.0370246022606007	0	0.0484418419014383	0.0355247306934333
PHACTR4	3.10903270644694	3.05425390708297	3.00165428132306	3.13187818728936	3.11209418499224	3.12704522832714	3.0081096277048	3.14671815974679	3.12856214805959
PHACTR1	0.0632290921680953	0.0218680124589367	0.0234458589647746	0	0	0.021538798514931	0.0368869176285891	0.0559128599205318	0.0206617686725872
OR2K2	0	0	0	0	0	0	0	0	0
PHACTR3	0	0	0	0.0200224853004812	0.0178475754428481	0	0.0168790192173844	0	0
NUP107	3.75102351851006	3.6528333892195	3.73982476997588	3.52636312141849	3.78081451217049	3.75470261726754	3.56887013775335	3.52604818931107	3.69292869389136
KRTAP2-2	0	0	0	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0	0
KRTAP2-4	0	0	0	0.158301992325556	0.0726529051643674	0	0.197221594196852	0	0.148985333838597
MIR4708	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0
MIR4706	0	0	0	0	0	0	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0
MIR4701	0.608515321602373	0	0.655942538991996	1.05694969494909	0.566781105777848	0.612090473107377	0	0.548727142631308	1.00977607362904
MIR4703	0	0	0	0	0	0	0	0	0
SBF1P1	0.308978251472275	0.255764838311577	0.318011375218619	0.239792789531218	0.278102349256987	0.351546115841885	0.278788043169625	0.312241614623597	0.323129609037238
VMP1	5.46412156726092	5.42553008489873	5.52387343759049	5.28482817833727	5.47125364590165	5.5018040781824	5.38387099718861	5.29511167204147	5.54020109712084
NR1D1	2.32851218059277	2.18345772872053	2.2476134539882	2.2210983928512	2.14832585354978	2.26819819398718	2.31020042863616	2.31809003069446	2.12452987824086
NR1D2	2.18885649929225	2.32647277249293	2.25777568400658	2.21681522289738	2.35639747767124	2.32513759960091	2.19023434291443	2.21392128773464	2.2974889622755
UFSP1	0.758010638680976	0.879233655410029	0.559662734079012	0.530865461245309	0.809615306003945	0.56422836797217	0.677429782920445	0.907918073122311	0.701208861692182
OGFR	3.83958361283256	3.99184479701959	3.77588997295379	3.98942577017501	3.91689440361881	3.8510180170636	4.03970001697191	3.97785332831113	3.91634794677687
KDM4DL	0.026296406038753	0.0792068715497775	0	0	0.0241356788116564	0	0.0228285694647417	0	0.0254076387486352
RP11-165H20.1	0	0	0	0	0	0	0	0	0
PTCH2	0.128089231828935	0.0669192226713967	0.0855840812959558	0.119078807271649	0.129174412495495	0.104084063553254	0.0790920049852902	0.0465010406675571	0.099959940821161
PTCH1	0.568406180515644	0.496444084767615	0.603396802880527	0.582284470259347	0.576384545893805	0.571789463856356	0.504568679462925	0.586719478051809	0.520139239528897
TIMM44	4.29496032456652	4.22919240087208	4.29610069252777	4.2128379620886	4.11408032647344	4.33454109958571	4.31975794601617	4.16086958726864	4.37577694903209
RAD9B	0.496558762206723	0.433119204384985	0.233015863010832	0.358425973942457	0.298973114928938	0.215274452371166	0.330306606198578	0.312184326452712	0.207049574617514
RAD9A	1.83469610766337	1.58376093072689	1.63319301469005	1.84225449417322	1.70128805633463	1.6996561196996	1.75314181713884	1.77745999064872	1.70656806562676
ERGIC2	5.1409436195985	5.037556579319	5.09609566230345	4.99611409881674	5.04432847498693	5.15299445264771	4.90247051354802	4.9394372356229	5.11782441066079
ERGIC3	6.41422410150437	6.40682323932555	6.46808191128318	6.54180562680616	6.43182650615742	6.45608928742512	6.5561279919819	6.59304938046982	6.4550870445094
ERGIC1	5.61620748860579	5.68752268164894	5.57167074418567	5.67172236378818	5.56091294932589	5.62420450982502	5.64152383812068	5.65056579922538	5.59069247016273
MIR3165	0	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	0	0	0
B3GAT3	4.38179483963258	4.34385080638625	4.36378562512579	4.49290430136057	4.39275337825058	4.47625534375797	4.54797421178417	4.53465150835502	4.43052023251775
B3GAT2	0	0	0	0	0	0	0	0	0
B3GAT1	0.190574858557454	0.224655624883432	0.239709710459145	0.226071041103287	0.243038956432673	0.0991177914263803	0.126755701082184	0.142478332794649	0.155321049017237
MIR3169	0	0	0	0	0	0	0	0	0
CALM2	8.16542552505267	8.20666748224898	8.19560410241484	8.12266717841748	8.20564545668689	8.19111517669465	8.08546589845857	8.16206272083423	8.15986077887771
CALM3	6.39919984564218	6.38255270175533	6.37565909638285	6.49774217601533	6.44486543400062	6.38779200194445	6.47312561645453	6.43838889750631	6.46299271632503
TTC30B	1.39355423836738	1.3110152362639	1.43083075039073	1.33614289901808	1.45740179020088	1.25890257687308	1.35961184203084	1.41410310574097	1.44834308309721
CALM1	6.03667892875325	5.99661110318271	5.95471183478306	5.99992357029534	6.03530456601417	6.02020085445397	5.92573868799276	5.98434710716949	6.01118879950837
GSDMA	1.91971081139963	1.98126318270435	1.87230127634512	1.78937590009897	1.96994541775297	1.91207131161582	2.0427491847962	2.02463914993807	1.7410970642646
GSDMB	1.2067043610128	1.13216634953208	1.37389597988393	1.31838295713205	1.34977273125235	1.21258753916031	1.23944054744222	1.10687657063103	1.23596404526975
GSDMC	1.15099265591286	0.894751690245683	0.955452646881918	1.28478490881634	1.01274765703098	1.1040896102031	1.26426963340516	1.0048660468763	1.02944252690694
GSDMD	1.92436084169396	1.87717367542883	1.90632216894001	1.77822883776045	1.89293124190341	2.02567707113329	2.0849498061229	1.97462144082308	1.94791925744048
UPK1A	0.396834067805259	0.553581646210878	0.300505562072713	0.240154026903606	0.215769426829968	0.399333312387697	0.513033702649327	0.456653431487272	0.527811016121176
UPK1B	1.60823534108841	1.6982213204831	1.30329724133129	1.53323277234529	1.67166049964616	1.54407073000139	1.59943256416869	1.55394101400862	1.58454100184064
DLGAP2	0.00613564856819805	0	0	0	0.00562825609275992	0	0	0	0.00592687351100653
DLGAP3	0.238687291399496	0.330683814562981	0.306693664376622	0.428482414247033	0.260643822301832	0.433333940680516	0.357052668878147	0.420669230898087	0.353949191315411
DLGAP1	0.0818224885527283	0.0836287816533676	0.0720605469394976	0.116525593618659	0.0825268553000551	0.0581674459540458	0.0987385847894403	0.107293705892105	0.0558275030341979
DLGAP4	4.39434525438386	4.33489749677363	4.21056272974198	4.52666613996935	4.40741896252146	4.2707229586889	4.41182959440638	4.38565340198266	4.39625589804109
DLGAP5	1.14647725481586	1.01955032355765	1.17317246564241	1.0346697987846	1.14764566697856	0.988123253950337	1.02020313984125	1.11702432325307	1.11925195080161
FBXL14	1.08471817800901	1.20988075809806	1.2548040524582	1.30394242589491	1.09776971171235	1.03346250830163	1.29225603794736	1.27510955725967	1.18878204745749
OIP5	1.10347284774	1.41857855958973	1.5023927224262	0.923011406040065	1.2072282229443	1.46101678555377	1.1812098926708	0.964804576286258	1.20869304618605
FBXL19	3.90230214467209	4.15163172511852	3.88536666685177	4.12657935810836	3.97160925742691	3.90319628231481	4.10481972145222	4.15017055045704	3.86001252478077
INO80B-WBP1	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0
PTPN18	2.75903599703227	2.73826292120482	2.71886631483135	2.77994206137307	2.65584477604858	2.82188948264853	2.70961137823877	2.79645911356658	2.73133098076021
MIR505	0	0	0	0	0	0	0	0	0
PTPN13	4.13370182534938	4.13383522680828	4.12922311359713	4.01387342961988	4.10770763751312	4.13312982819523	4.05136483314019	4.01855342334927	4.09843400774904
PTPN12	5.37343089271629	5.31652688965268	5.34546285237675	5.22084150339562	5.31951050424947	5.34720772193544	5.19053203397276	5.19834373955803	5.30358384952256
PTPN11	5.55679059060015	5.53940228634078	5.56678539058177	5.45656284516416	5.53177773257825	5.56315243584936	5.46564148817147	5.43441382262787	5.51806284427559
PTPN14	4.65987367801117	4.68111308037475	4.72520476544138	4.6160875153541	4.65528632093155	4.61451875313379	4.53316644568717	4.63541052156565	4.62310258373089
LYAR	4.28401312008192	4.13273690452035	4.25537725960419	4.16658380512827	4.13593852342984	4.34268988161931	4.10913281043794	4.10090587814784	4.14235528604169
C2orf81	1.47290320392119	1.26399170382043	1.18307530697956	1.13258166815189	1.27275618549964	1.33137507386345	1.40063515410498	1.47020881198398	1.15737096159406
C2orf80	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	0	0	0	0	0
C2orf82	1.55730867697096	1.79091125033689	0.857656801453395	1.33591638885196	1.3376937868454	1.36976273154809	1.69882454491073	1.48307731390858	1.52446097939656
C2orf84	0.0345718834756107	0	0	0.0355855458672894	0	0	0	0.0305364604880983	0
SNORA84	0	0	0	0	0	0	0	0	0
C2orf89	1.54488534235133	1.59120089018814	1.47084332219498	1.46825445623816	1.69818182741056	1.48777183474539	1.45964832595459	1.60771908745891	1.54870293292223
C2orf88	0.333152873813801	0.247259157825937	0.276322953581945	0.199872397472525	0.32870735701694	0.207947525943264	0.180749915792683	0.307552675430266	0.257191034410667
MSMP	4.24679885638787	4.25314363152927	4.14841914466985	4.34371075044274	4.30934963452233	4.03794419316343	4.18527769991374	4.41602363597868	4.3196119438299
MZB1	0	0.0747889097029698	0	0.146835325161961	0.0672452094230797	0	0	0.0647279936271018	0
CDK2	3.65487023682018	3.66741021136974	3.68220782261248	3.64111938718684	3.66306260532849	3.70470336010851	3.69577020340187	3.55753882143796	3.70221236772656
HLA-DQB1	0.143410423764707	0.111252796268562	0.0934069583150639	0.147456936934646	0.0893655909463911	0.0619297089670247	0.0743167621464462	0.0436637499967614	0.192840268952573
MSMB	0.231231435931694	0	0.25183268896367	0	0.213419282459201	0.121074988500674	0.294070797142222	0.205805250904073	0.223928180172565
HLA-DQB2	0.0273991613708314	0.0140758617701687	0.00756694988930199	0.00710300343019818	0.0126291023113755	0.0138633922037909	0.0237870949373187	0.00608663582573391	0.0264734640061877
LOC100129027	0	0	0	0	0	0	0	0	0
CDK7	4.20716952938651	4.24006328448995	4.3450416850197	4.11476126581541	4.29457095883462	4.30717178495746	4.2405273914626	4.12395252208779	4.33653927204176
FOXS1	0	0	0	0	0	0	0	0	0
HAPLN4	0	0.0183475387481867	0	0	0	0.0359184280885938	0.0155703345250198	0.0158374329654898	0.0173343200544285
LOC643733	0	0.0990740855720519	0.204783499937317	0.0997256996492653	0.0891555900645949	0.275034404948109	0.0844285081609081	0	0.264728247755437
MCHR2	0.0258151840443269	0	0	0	0	0	0	0	0
ZFP161	1.76246936988671	1.73073469286908	1.77616655600783	1.75272736565707	1.80635599885987	1.71031349535963	1.69719014063148	1.68754028127348	1.76521374140023
CAMKK2	3.23541941264786	3.12958831071945	3.19968243559695	3.14980835552614	3.11289578223148	3.17232001198947	3.24742773781164	3.15442124676722	3.22803645624585
CAMKK1	0.965612305922293	0.87713913493534	0.908024505258409	0.912319210729853	1.01721526696973	0.927210124339292	0.828760273151039	0.859981744301281	0.884422858974392
LOC84856	2.70132833436582	2.67378384148647	2.58857704633327	2.64707096869949	2.61671454569414	2.65521230567201	2.60017624134564	2.63998014187699	2.63835889462712
CHMP3	1.03657450944003	1.29127250895213	1.40938648046378	1.10564714881392	1.19260590168333	1.11605850758714	1.18517482288181	1.11443735328914	1.27447127948178
RPL36AL	7.88809231457714	7.82544856541381	7.96494779393388	7.84321279784058	7.8419891678342	7.91190329791132	7.85741681177721	7.86588777876477	7.89436758105371
CHMP7	3.48473980747424	3.39547972311981	3.46049624061737	3.42018445994497	3.52590746094103	3.36490204779646	3.47928179337066	3.51726659104296	3.47445919432997
CHMP6	3.66527344313338	3.61335762203773	3.53368002340569	3.72176663746919	3.67109998937359	3.7039466372573	3.7678723280025	3.76435691641551	3.6338193045271
CHMP5	4.97306731068243	4.88811051478155	4.85923864798217	4.88089821758122	4.92755008894416	4.97352185774231	4.92485856237856	4.82541534596409	4.93319626413056
OR52N4	0	0	0	0	0	0	0	0	0
LOC100652759	0.0189590504635555	0	0	0.00979202321943481	0	0.0190948451902531	0.0082501118053356	0	0
