	GFP-36.rpkmlog	GFP-35.rpkmlog	GFP-31.rpkmlog	GFP-33.rpkmlog	GFP-32.rpkmlog	GFP-39.rpkmlog	GFP-37.rpkmlog	GFP-34.rpkmlog	GFP-38.rpkmlog
MGC57346	1.8046764318157	1.6055557310528	1.63935713686702	1.73326363889312	1.63693855997243	1.73915859691046	1.6094814557853	1.67849673710878	1.70674221548059
CRTAM	0.0853883372869918	0.179804357394288	0.0578587385442418	0.16335965498389	0.0900069742687573	0.125846170748496	0.139425132385178	0.156989230407406	0.204643215101833
CADPS2	1.00165677884045	0.918981722256413	1.00060487696627	1.08116241097286	1.10574269230505	1.15473912041113	1.12854678941673	1.06850111188633	1.13224792367825
RLF	3.15886307794398	2.95676029919516	3.13648825403665	3.06979176346842	3.15781072631194	3.08244627476041	3.16070583505231	3.0910682948482	3.1703152279801
CRTAP	4.23266278923696	4.36792810968069	4.30726681385185	4.28043588822476	4.2363141607772	4.27381835573809	4.24413016922329	4.32685408498812	4.27780081800094
ADPGK	4.3459305138136	4.22796603949338	4.15409890049004	4.23341889531369	4.18531271239962	4.31520923833765	4.34633751063737	4.16912025477907	4.29114157464983
HPYR1	0	0	0	0	0	0	0	0	0
CPEB4	2.73100913948922	2.61611866173072	2.81695084787738	2.73526470225863	2.77965362974747	2.77685654612563	2.83780396750493	2.70202746240816	2.70295032406257
CPEB1	0.342544842748392	0.364966398592648	0.328351579863748	0.396347427283671	0.502809343528408	0.250675973759538	0.276493388428798	0.278274417619274	0.212439651063122
CPEB3	0.316931696243926	0.386826650965349	0.420075351400743	0.334410854756805	0.312774109685243	0.34405942904837	0.278097081496677	0.362484998140914	0.386296410193474
CPEB2	2.65616362549342	2.54379102985734	2.79262428965935	2.69250779490279	2.7305730928637	2.6054895653024	2.67056165647539	2.59937612823425	2.74010319109773
SRBD1	3.20508948713371	3.07177251741085	3.08269590333634	2.88727248929127	3.14350010642303	3.02706026579903	3.11280221720922	3.0916562041001	3.10614906957591
ABAT	3.25176035491666	3.20048473080476	3.13007115611744	3.24208722402111	3.12019642356038	3.14649406226764	3.18024496743121	3.20424694166919	3.28627070832982
POU5F1B	0.208250470500123	0.410976641528735	0.426432183223852	0.242698966579391	0.219029859698406	0.245747663517096	0.283408708654982	0.268963419648457	0.390125795936653
LOC284865	0	0	0	0	0	0.0236406257045977	0	0	0.0393129207776269
PHOX2A	0	0	0	0	0	0	0	0	0
PHOX2B	0	0	0	0	0	0	0	0	0
UPK2	0.396406678897761	0.331294639141461	0.0745813046597632	0.45741286430463	0.354141314129607	0.395222239239583	0.395874428758659	0.320102227545283	0.337386943769507
CFH	1.00100434384709	1.04002792857457	0.989437800164662	0.987181880990753	1.14515451516826	1.01863785036705	1.09401124623945	1.00550366727482	0.988636927441008
CFI	1.37547953448585	1.35726562964506	1.57146288254807	1.22880198792809	1.4996854342122	1.47909164129896	1.4601148111549	1.31132027015869	1.27703232963727
ANKFY1	3.92038747665612	3.90456452851477	4.00340066032281	3.96438884710787	3.91946103500198	3.91203079895679	3.95228906976271	3.92574679342065	3.90407530311273
CFB	2.32029453397622	2.36639433478469	2.25750657743972	2.3640861612983	2.24800370183488	2.38262755398069	2.56519046463061	2.29382292192106	2.36234446589752
TPT1-AS1	3.02308266876907	2.962345825901	2.80219793185318	3.03436755070962	3.07461180962973	3.00726365781611	3.02685143321336	2.93727809441653	2.64173890740548
CFP	0.0394652666642207	0	0.0783846410279723	0.091445844647263	0	0	0	0.0372324640444124	0.0491550578610987
REREP3	0.742857256854168	0.584772140101424	0.517465058284312	0.366178215485089	0.977927101103584	0.673479733111944	0.450794221909704	0.807622228565225	0.939752385109101
AAAS	4.11207207540536	4.09406798952003	4.13001781581612	4.18823178839789	4.01475659052215	4.02876026682643	4.18829497182509	4.19008875685781	4.02423045202877
SIDT1	0.198642830726805	0.302142987648376	0.236733922919434	0.259879193963572	0.259924399972987	0.287674458156011	0.316901892584103	0.300920962156064	0.213983399791704
SIDT2	2.89845032567661	2.9574344910144	2.92607898569568	3.0592532004386	3.11523722656619	2.86967763189084	2.81145596534472	2.96942245139833	2.94834304107319
CDH24	1.78755070329815	2.10517247745345	1.80591750646927	1.85410991634818	1.78359578590457	1.74891720395697	1.71480235542975	2.10579785440767	1.73876446696065
PISRT1	0	0	0	0	0	0	0	0	0
LOC283070	0.555036133515359	0.600505863826326	0.517284843628848	0.392737192418335	0.516791335021381	0.449904622895302	0.513740581566052	0.449314260098799	0.356644755280141
SAGE1	0	0	0.0232815548651875	0	0	0	0	0	0
AAGAB	5.31002053271977	5.07156971382479	5.11410988858536	5.03399645403925	5.26967634280735	5.26695554565576	5.25792754167207	5.10042991937667	5.24456740586488
C4orf19	0.317903817249007	0.326762366048801	0.22625447678302	0.418739903086097	0.285907600889639	0.411125842679021	0.347154290017509	0.357624692300899	0.457271423677631
SLC7A6OS	2.28331580034453	2.27744920525224	2.31758862564531	2.19065079448524	2.16272081344857	2.24772691307541	2.38517711252803	2.34300515448816	2.39710613553264
C4orf17	0	0	0	0	0	0	0	0	0
ECEL1	0.0246286521075934	0.0201363224678941	0	0	0.0515210783763491	0.0184479665228345	0	0	0
EFHA1	4.69661761052132	4.5127249954026	4.66121380218779	4.53622480692579	4.68269464599404	4.69364157921435	4.75687081618147	4.63311162076816	4.67455759166009
EFHA2	0.850020846059246	0.673237915583951	0.883745952612567	0.68865767312933	0.768852877244864	0.879529320454141	1.00781570444685	0.744214214390111	0.72076804634839
AAA1	0.0114312845044064	0	0.0229232214306829	0	0	0	0.0227380151366642	0.0214772790690055	0.0142720355156148
NBEAP1	1.28525350302293	0.965892984458174	1.18012939207621	0.800614520488673	1.09631624886993	1.00512229466393	0.990295220900857	0.88502807281569	1.00744955879917
ETV3L	0	0	0	0	0	0	0	0	0.0442087673165604
GCFC1-AS1	0.216978115556254	0.166451902756103	0.104880225607709	0.252748129228616	0.244318160591809	0.200755936743231	0.153398851940397	0.220037965046899	0.189564580568039
TEN1-CDK3	0.102876540716926	0.0513051078789801	0.0630099844414578	0.0249439329264056	0.0443446274992223	0.0315335708884513	0.0419713460595742	0	0.077821084502769
MSL3P1	2.40712505078679	2.46022908569286	2.36695955946863	2.25238729636478	2.3870632615581	2.46723207338438	2.43198363810796	2.3582416859871	2.4302375403449
LOC286297	0	0	0	0.0160724699505713	0	0.0102033001859702	0.0136139471543241	0	0
C15orf26	0.0444003545278932	0.0363467746327661	0	0	0	0.0658777012778201	0	0.0418923753315991	0
C15orf27	0.364314706573096	0.159955202664978	0.141798916217073	0.340609273867491	0.148375601834817	0.166966282094585	0.140698724512046	0.231543066577458	0.299588915533579
C15orf24	5.93352735331534	5.81691646954101	5.88668724087988	5.91382432485837	5.85446043581059	5.92480466975968	5.87967317806682	5.84097169878752	6.01004774786299
C15orf23	3.69345223441392	3.52302196186182	3.6359545067969	3.41738602460441	3.54669735469242	3.60912342085486	3.52867365432702	3.42580551709378	3.55365924666359
C15orf29	3.40757043346104	3.10380743894016	3.36904970110292	3.16843471965104	3.24468929426997	3.39514245295034	3.4249689009639	3.26101286403651	3.35443802410761
ZNF117	1.27163896051723	1.40955836672212	1.26801737699505	1.23341593225005	1.25566316260459	1.27447119294611	1.44317286105321	1.31771932445964	1.37554606256296
ZNF114	0.367469923901424	0.486197363044225	0.579363058729967	0.585153601738325	0.51002182893695	0.585309742362911	0.638774332975817	0.548717309492137	0.586856934794822
SEZ6L	0.0737155191857431	0.068888232401964	0.0638258014656452	0.0377427376746846	0.0226361056364414	0.0160616042123194	0.0107477469888876	0.0792642770250457	0.0399500034496168
PRKAR2A	4.14607867323745	4.12696723868148	4.11409404771337	4.08545067528415	4.15971031449289	4.11935725765816	3.94179153340953	4.13792276269627	4.09347472376388
PRKAR2B	0.608235468969522	0.600159571046682	0.636875955295326	0.622324755486019	0.785765659980362	0.698754415484429	0.729306494792124	0.615762010337915	0.539736689752898
MAGT1	4.95160412847271	4.88760115076416	4.98353154096711	4.87821409503302	4.98688168690777	4.99922431018208	5.00488295130431	4.87099983018206	5.01427039231147
C20orf54	0.487324801721775	0.325939360916348	0.508841835563753	0.517012092125905	0.344812846988117	0.363676169610348	0.448637722113025	0.516489284042743	0.40007985010858
TMEM200B	0.358686407864218	0.531534483537149	0.295500461900736	0.340735785254512	0.110321040446504	0.259309371939055	0.178259663669866	0.278419526342115	0.276971920403173
ITGA2B	0	0	0.0212851904911526	0	0	0.0158340232557892	0	0.039611821895762	0
PHACTR4	3.41210068510213	3.33967102317883	3.39798157703631	3.40582522980167	3.32629508826242	3.26946594687381	3.38207972378022	3.30209853004031	3.4365342044404
PHACTR1	0.0484771218063826	0.0199836167598574	0.0487946853412667	0.0287928587046605	0.0257938089675742	0.0183079835356533	0.0244049554719369	0.0900791257440446	0.0603337208012446
OR2K2	0	0	0.0732813842059564	0.0855171652887047	0	0	0.0726994204584871	0	0
PHACTR3	0.0222309186253077	0	0	0	0.0234612720651224	0.0166484878151766	0	0	0
NUP107	3.71167084692259	3.65415881712825	3.6674780929697	3.59007057885208	3.65294379681572	3.77322584440862	3.67627747518123	3.55331395960893	3.88795742408537
KRTAP2-2	0.0963163076611125	0	0	0	0	0.0725906994553774	0	0.0909667952668376	0
KRTAP2-1	0	0	0	0	0	0	0	0	0
KRTAP2-4	0.090083294142426	0	0.0906649767382987	0.105698614823972	0	0.0678571174895828	0	0.165401570408476	0
MIR4708	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0
MIR4706	0.678355244917074	0	0	0	0	0	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0
MIR4701	0	0	0	0	1.18117778150832	0	1.1367066731199	1.09208646359858	0
MIR4703	0	0	0	0	0	0	0	0	0
SBF1P1	0.320938264181677	0.259206217664677	0.265749032213028	0.339694881230707	0.346564368306053	0.317638993479067	0.29241260444155	0.373480770368968	0.311567449615625
VMP1	5.63531855431069	5.49514137289971	5.45157937900995	5.43855949325223	5.49528478887513	5.54101776551646	5.56725954619674	5.50456359999445	5.57479808144587
NR1D1	2.19281853567783	1.94236460373552	2.20591322218023	2.21011159797774	2.01419031720991	2.0707818203501	2.0682839885429	2.04709653535433	2.03106736439614
NR1D2	2.40619621158832	2.40826793715282	2.31883736032856	2.3788884887781	2.43706365371408	2.23657342771373	2.38186261462529	2.39529945452711	2.26646783718965
UFSP1	0.579406708435731	0.718550154607477	0.533837004066548	0.608601519460364	0.955505721323639	0.971196274375787	0.530198872080969	0.949961193255058	0.245251269132792
OGFR	3.50508866743149	4.03206737356266	4.02645732389755	3.77558373796071	3.76166435283282	3.85959056771471	3.68037143554432	3.99783909759624	3.48791423597082
KDM4DL	0.0300473658022305	0.0725038503232605	0	0	0	0	0.0300017103033469	0	0
RP11-165H20.1	0	0	0	0	0	0	0	0	0
PTCH2	0.145647960565136	0.131441121741704	0.0455555407829939	0.170341988892071	0.0477426261198362	0.0671417263237721	0.0890080062107968	0.201896451586658	0.110568855655372
PTCH1	0.550862956808237	0.53705236991748	0.575395308922274	0.465463411199159	0.57058839759967	0.447721449572847	0.576818675233228	0.5035405165507	0.43880864457947
TIMM44	4.30414727468641	4.4446123130293	4.36446716190999	4.32126102884014	4.26425927308756	4.45155080064038	4.3704888058212	4.52184296479783	4.44175003208767
RAD9B	0.530016723799444	0.446153428853481	0.506515769959266	0.636514689789012	0.412357133241738	0.475478166111833	0.44894451925435	0.624421899430576	0.574870502941751
RAD9A	1.57494737609081	1.71188348204046	1.81007636329659	1.62480100315849	1.65859464544073	1.85785296616255	1.71092260942442	1.96682515090736	1.6694670800779
ERGIC2	5.13114844076858	5.0852455993627	5.06794665029156	5.01533358914212	5.15022434418679	5.17208652051387	5.15274544245072	4.99398268121457	5.24562096282144
ERGIC3	6.55363643417376	6.54079751716202	6.43408562363167	6.60558111077087	6.5683401316512	6.48742057216703	6.48171227147635	6.44093915561958	6.51107797166855
ERGIC1	5.63972161705488	5.65599849565025	5.53663169240824	5.56214874033365	5.60446042443401	5.55509787670055	5.54125834159532	5.64831619269446	5.58176769841425
MIR3165	0	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	0	0	0
B3GAT3	4.40927279566476	4.5904685053991	4.39374502912929	4.57451511557925	4.22772882337801	4.61191558425542	4.42134667268765	4.55863951422708	4.49304811634302
B3GAT2	0	0	0	0	0	0	0	0	0
B3GAT1	0.0756798245465072	0.0771833164146481	0.200497944841279	0.0888745055645377	0.155393112874275	0.07082750029635	0.111915683978398	0.156053140821566	0.138764287367597
MIR3169	0	0	0	0	0	0	0	0	0
CALM2	8.09868286272587	8.05071638203966	8.15598088387301	8.05599864071138	8.20862119065371	8.08328016805126	8.01565556861969	7.9366305873322	8.07930350775542
CALM3	6.28879348908913	6.44689077317679	6.35270494726743	6.35633113998446	6.3372933231045	6.34714922958204	6.29502452829508	6.42390648722452	6.30419205495953
TTC30B	1.27200025536077	1.39298190718281	1.37465889257615	1.57379052416392	1.49982000726416	1.46120546482464	1.24829834463122	1.29673787508118	1.20350270308703
CALM1	5.84406124644116	5.86172993621468	5.94193029744566	5.84736272069806	5.87977283260917	5.89316099876376	5.78046485565831	5.8209646222697	5.9173804512554
GSDMA	1.199507288623	1.3664734796995	1.27485572610497	1.29231579325336	1.16920246453542	1.11979863006076	1.03194724936979	1.13806753067115	1.1521358043508
GSDMB	1.76325012187014	1.57385676864979	1.40248908840989	1.4337603040105	1.31843463496242	1.41564862198269	1.42466869725851	1.5605000057695	1.27995232925672
GSDMC	0.971809574782226	1.11748998270981	1.07981972323315	1.15037649389483	1.23856085679567	1.06908527879447	1.04857272408493	1.13545476532979	1.33268846123666
GSDMD	1.8630807450637	2.16761296485177	1.853433990099	2.07385160880713	1.92029944333457	2.08035388809216	2.23003361483531	2.13977240257078	1.94685347066004
UPK1A	0.402722317546273	0.336689971047453	0.313952824105583	0.250894966202924	0.327658308222352	0.566912895638923	0.357628053697319	0.905116856877501	0.264485932812031
UPK1B	1.68907016120038	1.74958631691694	1.67407685709096	1.47395707475038	1.41508349458353	1.62005360196155	1.65508861895139	1.49897733962691	1.8837575687086
DLGAP2	0	0.00573138243932551	0	0	0	0.00524862750191867	0	0	0
DLGAP3	0.219934340784603	0.304810903031025	0.351963174030546	0.294745396226359	0.383243425226427	0.256878050866819	0.410184221299746	0.390101576403471	0.369115575901661
DLGAP1	0.0932422778688992	0.149263734622693	0.164757300464281	0.119880543167964	0.0982714486214819	0.0906819692387598	0.128725446191588	0.162962059449972	0.0818946029983634
DLGAP4	4.32241365460235	4.29915612601637	4.42803529018674	4.44176164238473	4.2789182927172	4.33073793309334	4.35475635028352	4.40039166221119	4.36287336098516
DLGAP5	0.871848767440013	0.91535298963151	0.850719552022403	0.900134064631326	0.920803512228597	0.894515620093518	0.806568557551315	0.821622394970847	0.763986492907527
FBXL14	1.17581815401223	1.61156974073115	1.35009400894626	1.32947066938594	1.47125193232509	1.41857384353428	1.44516216953059	1.4407506328065	1.07546845847359
OIP5	1.10767016935279	1.16055439036049	1.13931246945668	1.15163620589721	1.37732110824067	1.3323738248477	1.15880969209982	1.36561289101302	1.10082779544199
FBXL19	3.79732029504372	4.26043293411495	4.04854532754608	4.02401692068016	4.10980505225493	3.98809314447414	3.94224787022985	4.22788957244353	3.70681008493804
INO80B-WBP1	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0
PTPN18	2.64600949270333	2.76421472078851	2.74115410673225	2.66678367455534	2.65809113167697	2.69719298775488	2.61289503497598	2.83218540148497	2.70408654383858
MIR505	0	0	0	0	0	0	0	0	0
PTPN13	4.12647590812054	4.05404509579991	4.1421330009932	4.06137907654935	4.15109911000378	4.12808909805883	4.1724027208659	4.02923678459254	4.06926200794965
PTPN12	5.19059887798066	4.99588977035897	5.10229880855671	4.96552844720622	5.1429427701575	5.08883830476593	5.18785302393665	5.02919942779776	5.12067472892219
PTPN11	5.58663092603731	5.4756378824874	5.5962470992568	5.54902456503359	5.57476117451878	5.56975239843229	5.61333468164327	5.51663942590987	5.62697773898013
PTPN14	4.40414936565937	4.35155664998939	4.53480404635341	4.40223330981337	4.46454578419608	4.39075123023071	4.5085336561942	4.3980418814785	4.37035319994024
LYAR	4.15772858947428	4.00733539124283	4.04515534670293	4.01853222644862	4.1551411687182	4.06288279414008	4.10772138255753	3.83875743846664	4.16609956480855
C2orf81	1.11800395262056	1.35072099135816	1.06304526928923	1.25150325404607	1.31745009810457	1.26487342001097	1.11680898943787	1.36860855707964	1.21709233400231
C2orf80	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	0.0354872313978397	0	0	0	0
C2orf82	0.509389265293752	1.49301461772988	1.18827793278554	0.90631947039167	1.0824879424397	1.07570567410768	0.799000560106096	0.99852040989854	1.37161219871565
C2orf84	0	0	0.0397466922732857	0	0	0	0	0	0
SNORA84	0	0	0	0	0	0.35235258850398	0	0	0
C2orf89	1.52438581177873	1.15416565166831	1.54508300428347	1.6377696078139	1.35309633422951	1.35260667631015	1.27054541464566	1.25583763110198	1.20097000883216
C2orf88	0.220470218259096	0.302907906419873	0.28879289139679	0.20893945540037	0.217484025790123	0.219771685056067	0.206479592472928	0.272064175030906	0.203291567439717
MSMP	4.25589303789852	4.44063886575096	4.4210008156958	4.16873932216749	4.44145189481631	4.20944370929255	4.15142029823303	4.38390634988517	4.19104112266653
MZB1	0	0.0684509556775953	0.0839551832631177	0	0	0	0	0	0.103515836484
CDK2	3.71707872034259	3.58562336673727	3.52933420384706	3.61117629824463	3.6867025990113	3.73239393652541	3.5741447370331	3.62445424488439	3.72911110327593
HLA-DQB1	0.0837762200221545	0.0575156437330247	0.070603090227632	0.0824043131911425	0.0883102986157051	0.0936036840495754	0.0424318330069063	0.141864668964387	0.12058172111418
MSMB	0	0.314452830907132	0.137645856440392	0.160048437724112	0.274994271701495	0	0.261334196999749	0.357541225884979	0.320268568970542
HLA-DQB2	0.0157377731925397	0.00644429612073491	0	0	0.00832932372478056	0.023462978505594	0.0157137420273864	0.0148404734304869	0.0293628037032336
LOC100129027	0	0	0	0.0231774418828278	0	0	0	0	0
CDK7	4.3323611892887	4.08065749281488	4.02279720071051	4.14810303138328	4.24429457516942	4.1622899703713	4.19898012375164	4.11815397509252	4.28182762187215
FOXS1	0	0	0	0	0	0	0	0	0
HAPLN4	0	0.0167647466564884	0.0206458953161404	0	0.0429721411853458	0	0.0204789581747829	0.0193426400491901	0
LOC643733	0.308680072491646	0.256712697196596	0.565915767528188	0.357794569870843	0.417754952318175	0.375399652533758	0.212637998331779	0.104292583227474	0.482889688581908
MCHR2	0	0	0	0	0	0	0	0	0
ZFP161	1.86647543361685	1.9535753796493	1.78829484635469	1.75212922761377	1.80374749762356	1.69214521729549	1.71276407981098	1.78474900096553	1.82439417686768
CAMKK2	3.1705350796381	3.19393899817145	3.11328071109659	3.16626180826593	3.11051169878186	3.13913617654407	3.07624322014708	3.16829150712783	3.14741086750694
CAMKK1	0.993582258224131	0.904583288052811	1.06102454923808	0.942949998221737	0.913528001818884	0.923867818821984	0.749942046950779	0.982471716272552	0.983424296921509
LOC84856	2.68783098229619	2.63061826813515	2.73835842846933	2.52604141057712	2.46141742373449	2.60639050429248	2.63736485306508	2.64900452677239	2.76322313842285
CHMP3	1.22754382433846	1.27653061374342	1.006536935188	1.27449611201925	1.25336936855245	1.25290225717262	1.32711083682014	1.05366571146834	1.12144740995198
RPL36AL	7.78486786051421	7.7914924148557	7.80485396567855	7.77372943043061	7.92741093260997	7.89506847786769	7.81076316100209	7.77580969451964	7.87469093088415
CHMP7	3.64779018247479	3.63719851694624	3.58154067789554	3.54366966189205	3.49863672472015	3.611336707565	3.59158249301348	3.62318739880239	3.77238014684589
CHMP6	3.56043615953538	3.62644766076374	3.60495556968117	3.613320278752	3.56154001916288	3.70605123089512	3.49178504657677	3.73921387223966	3.44243808203427
CHMP5	4.97011744541504	4.84793916957204	4.91559910861741	4.74628476802688	5.06128217141174	5.00873113504943	4.88693256293518	4.8568516997938	4.98506807984745
OR52N4	0	0	0	0	0	0.0503003038252649	0	0	0
LOC100652759	0.0216712428633163	0.0177150443155426	0.02181453494426	0	0.0228708663223395	0	0	0	0
