	KRASGV-8.rpkmlog	KRASGV-2.rpkmlog	KRASGV-3.rpkmlog	KRASGV-6.rpkmlog	KRASGV-9.rpkmlog	KRASGV-4.rpkmlog	KRASGV-5.rpkmlog	KRASGV-7.rpkmlog	KRASGV-1.rpkmlog
C14orf118	3.47505246803809	3.39301038124201	3.3682221570023	3.4845132620344	3.36699847375648	3.30681904056435	3.37580596274536	3.41619268035939	3.44220609583332
ARTN	3.96252224672574	4.33412914757005	4.28499881545181	4.05825960136657	4.20199981894034	4.37640921585244	4.24931003444943	3.93144877786849	4.27573787252181
ART1	0	0	0	0	0	0	0	0	0
ART3	0.357033422230872	0.387805569262017	0.25444260480417	0.322613544775296	0.38715496056664	0.336076818830621	0.331532591900423	0.342808008759867	0.226189828870007
ART5	0.0792630133854789	0	0	0.0394508626838267	0	0.0295989741038281	0.121599097160909	0.12302821375946	0.066185889793512
ART4	0	0	0	0	0	0	0	0	0
MGC57346	1.84901907190375	1.73977512049423	1.57335080183068	1.68989678091962	1.66173494289158	1.60376093837845	1.65234294477525	1.72028756343615	1.57311061431119
CRTAM	0.218977113407532	0.23005849879875	0.207654860669317	0.147011337524428	0.356836327393068	0.295439467927727	0.294968048896032	0.364067138084596	0.31290632397467
CADPS2	0.851172103636729	0.892444956859032	0.826208248433608	0.884514878498319	0.863956525359737	0.9288900448251	0.875426142064822	0.822669630052778	0.909947426274422
RLF	2.94043201912724	2.85653874976956	2.92329435935145	2.95000168794491	2.93142611353578	2.85233785863396	2.98305407269118	2.96215846771089	2.96437488987768
CRTAP	4.33198992234947	4.36192247309526	4.3370878963561	4.30811367121031	4.26590429908116	4.37469085452763	4.41045323449979	4.26215682683448	4.40511238396072
ADPGK	4.29259858264023	4.29787247308324	4.35662391586466	4.39801283346422	4.35663567818256	4.25347258727532	4.33139969920483	4.34040174394987	4.27637252196977
HPYR1	0	0	0	0	0	0	0	0	0
CPEB4	2.77567335709981	2.67462881570371	2.82067778268694	2.77896761969798	2.72387785194955	2.66132271532573	2.72448540542854	2.7841514796698	2.81087433636179
CPEB1	0.32512894762184	0.163469733062627	0.294908863348274	0.403375211030787	0.297026802529146	0.234217075352989	0.270988121828457	0.145669399989194	0.28760869933617
CPEB3	0.234029199450912	0.235499541751037	0.169609677966603	0.185072523442288	0.167228695901958	0.294228516758937	0.242224088688231	0.167834209980746	0.242432292818451
CPEB2	2.70365134361725	2.69664990698942	2.59719636616369	2.62489657125578	2.57635773151149	2.68902607183588	2.70483355751633	2.62650882981627	2.6300762650386
SRBD1	3.15458963378079	3.04698302566808	3.06233926755069	3.1463337563973	3.04675160131534	2.9491070558139	3.00838100097702	3.142310536984	3.13771850633739
ABAT	3.22087571834473	3.16449191960944	3.24163407951451	3.28188377481427	3.27954607972234	3.12800523071656	3.2516198267181	3.25914437409025	3.18087864231378
POU5F1B	0.415706669194919	0.338199110306005	0.211270265704053	0.317168075850698	0.291275730401521	0.316297273239106	0.257003308560902	0.268668314917504	0.3270569387739
LOC284865	0	0	0	0	0	0	0	0	0
PHOX2A	0	0	0	0	0	0	0	0	0
PHOX2B	0	0	0	0	0	0	0	0	0
UPK2	0.191157428058614	0.267568420540243	0.236853203158363	0.354085917242506	0.288614078959749	0.353125608357467	0.287594547905387	0.20021828049876	0.35025402182761
CFH	0.795765476139703	0.975100596006877	1.08654967989665	1.08973089671484	1.07103916145851	0.905560813225878	1.08038326750609	0.817844200713802	0.948767225772718
CFI	1.16678486760357	1.19274996127219	1.32407732238325	1.50767726163548	1.40848227399441	1.21317968698235	1.16317885111514	1.22018663083806	1.14052178899878
ANKFY1	3.81429868566923	3.85798398185528	3.79892063565278	3.71617403049256	3.75590810097568	3.83687706118629	3.81268127083526	3.82107052234842	3.82894298317482
CFB	1.88457527698757	1.8095028564555	1.79609942210233	1.70872596162693	1.66619547611255	1.71687589474437	1.75439002876256	1.7498564098237	1.74645716815312
TPT1-AS1	3.06537424334693	3.10569952911973	3.02245606993826	3.07146844658091	3.08644193850608	3.14920084679995	3.20732178264162	2.92426981774912	3.10304773815559
CFP	0.0354133494340221	0.0899539371050609	0.033470166412537	0	0	0	0.0547701897974014	0.0371882633344088	0.0584020510358301
REREP3	0.822179941364181	0.851894389414756	0.650753671430262	0.765676652281292	0.76410775734491	0.529049645020172	0.377385134195992	0.708519494476635	0.542032275547885
AAAS	3.95224519594219	4.05700051766018	4.05140119185665	3.9886152782324	4.10825961821226	4.06365601967778	4.04087604173337	4.06121627045505	3.94954587872954
SIDT1	0.212545242344774	0.185208541797209	0.222281755564427	0.240983962751586	0.18380451931298	0.279301679018149	0.220043832303459	0.187756356656135	0.233787080714503
SIDT2	2.78613047338116	2.88201390064603	2.94632833708661	2.91480416199051	2.91549591030127	3.05225950867235	3.02839908616996	2.8355323023341	2.89282308305055
CDH24	1.52337225402311	1.74256183211167	1.68532699469517	1.57849615855158	1.53418736274039	1.94230272759742	1.71837787288723	1.52530684151436	1.60069116835489
PISRT1	0	0	0	0	0	0	0	0	0
LOC283070	0.370140793599532	0.342757926479856	0.390418723036321	0.36415670773756	0.51461704838274	0.312112632898629	0.408521024726896	0.546947924077648	0.432395119321763
SAGE1	0	0	0	0	0	0	0	0	0
AAGAB	5.2221232509808	5.100236316007	5.05252733529691	5.21229142022562	5.1482347650883	5.07305771670993	5.14522429693074	5.25216118730447	5.15285052532045
C4orf19	0.188417875038906	0.263830093683574	0.192509445671268	0.309970747419284	0.284609711074366	0.151782135319739	0.261986166207754	0.315365885161477	0.254925995879164
SLC7A6OS	2.43660323212243	2.25161618402206	2.31893306344753	2.47823781680026	2.37582408540325	2.48830605203222	2.19652320489894	2.3334903735408	2.27760571018521
C4orf17	0	0.065620485017371	0.0362784346956446	0.0376895129743477	0	0	0	0	0.0319750757879839
ECEL1	0	0	0.0208710539864174	0	0	0	0.034247845151454	0	0.0183836772345455
EFHA1	4.65337627370077	4.52457805029528	4.58215829128803	4.68169465659289	4.6596899873413	4.55223614703781	4.63981393280082	4.67542929444119	4.61139849037235
EFHA2	0.809254899008526	0.730115900165888	0.692875897750258	0.761371642295917	0.84835728086352	0.686219136066773	0.741423959726877	0.849698985673802	0.787832438016471
AAA1	0.0204224893939984	0.00884757727999157	0	0	0.00687299221081711	0	0	0	0
NBEAP1	0.975190734294575	0.430085828404398	0.876770338760865	0.306913495262454	0.622211048433644	0.773152821595444	0.85969074253148	0.420415465100467	0.554184151020991
ETV3L	0.0318346031377823	0	0.0300857495110591	0	0.0214041877680773	0.0464971576096308	0	0	0.0525421027961579
GCFC1-AS1	0.123658594332586	0.132957981817578	0.131052349290211	0.121489277473967	0.114283121938269	0.178087354919239	0.18820860997462	0.175431268481212	0.234712749906506
TEN1-CDK3	0	0.0486453835005114	0.0356543015713295	0.0370414139861398	0.0748384981557895	0.0684852940889313	0.0725345489992232	0.059017044878734	0.0314241736987955
MSL3P1	2.14914983942992	2.34322489321252	2.02767331456204	2.36020239623611	2.28998015471503	2.12156595238742	2.3328627043375	2.15284910707566	2.27269084311081
LOC286297	0.0122236349997598	0	0.023003912070868	0	0	0.00898261285651977	0.00952539351386048	0	0.0101676414977243
C15orf26	0	0.0344532687245344	0	0	0.0268168588430419	0	0	0	0.0331993331876473
C15orf27	0.102384613732544	0.192579814846839	0.142996012632421	0.148350728211863	0.16758407632796	0.16538710095565	0.156417823970876	0.133037894046647	0.261447070648694
C15orf24	5.92841217995008	5.77109154629772	5.80618162091339	5.97004113493159	5.94980775337184	5.801217262707	5.8508129086699	5.87432938595871	5.79961340767393
C15orf23	3.8247601471534	3.69858113395686	3.70365564770243	3.92666536395636	3.92193362087943	3.79702464875263	3.80976582385709	3.85536916664442	3.74305335488367
C15orf29	3.43777273846889	3.23980584267753	3.3308476749684	3.42427639291922	3.34581509416421	3.16611376681311	3.21480192245043	3.42765005597958	3.36267669659989
ZNF117	1.06231011293238	0.981722142375782	0.899350364810905	1.15308421977765	0.911752942522941	0.96757916319139	0.958862455303514	0.988628891484845	0.9972452441544
ZNF114	0.955890009928976	0.814953161526536	0.930921970228486	1.06987488754452	1.11462505268624	0.842024284159702	0.85557456172574	0.944450772250876	0.791846693627124
SEZ6L	0.0192342215316646	0.00833084186957029	0.0181732198499444	0.0188846893656537	0.00647132227472518	0.0281496449033195	0.0149964904064823	0.010137323945266	0.0318355472288301
PRKAR2A	4.05298666534843	4.20867527268383	4.1191424937324	4.15417457354905	4.07985153382836	4.15441876373743	4.17028069459105	4.07927846865296	4.22917566935538
PRKAR2B	0.624972632966524	0.735908485172665	0.649829933119293	0.54724808561079	0.561908993925009	0.597363280984475	0.591225763623214	0.603185320691642	0.576014282057898
MAGT1	4.9781007095285	4.83436495914552	4.94232598163904	5.02665009165139	4.94725652881829	4.82256618374713	4.95190848952915	5.02860435436278	4.9524416976273
C20orf54	0.560370130689299	0.451263926396139	0.354175633286274	0.503615482450041	0.54648058680704	0.554387882777497	0.398961520022674	0.515967116224226	0.493786237125261
TMEM200B	0.305748686394583	0.33561949300616	0.345660348377115	0.300700112835168	0.211811965462987	0.347426913120115	0.290614777369682	0.278115013404348	0.258476741655843
ITGA2B	0	0	0.0179159042282645	0.0186173648633317	0.0127305717619534	0	0	0	0
PHACTR4	3.03718844066723	3.14586872903973	3.06803169352395	3.10612172500006	3.04614783264728	3.10361350091894	3.11691783770545	3.15086471022343	3.03176423237312
PHACTR1	0.0219209633431857	0.0189369647223996	0.0811246381787642	0	0.0147221085330399	0.0634386126336105	0.0339893770459806	0.0456883503287112	0.054054649683957
OR2K2	0	0.0566208477458969	0	0	0	0	0	0	0
PHACTR3	0	0.0172207957146163	0	0	0.0133861417831914	0	0	0	0
NUP107	3.68486634151543	3.62290216720367	3.74296901464639	3.8118273257	3.73504830081923	3.60924382749095	3.63983269515162	3.69578525476891	3.76852852166878
KRTAP2-2	0	0	0	0	0.0585859691450475	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0	0
KRTAP2-4	0	0	0.0766001961150419	0.226553638569515	0.255065135031167	0	0.0634317443255944	0.0849705063707552	0
MIR4708	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0
MIR4706	0	0	0.592694204468466	0	0	0	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0
MIR4701	1.05369597645314	0	0	1.03995406888011	0	0.480109854475317	0	0	0
MIR4703	0	0	0	0	0	0	0	0	0
SBF1P1	0.256336561885673	0.334592475022396	0.308084244374073	0.318974720073041	0.266190596882228	0.332302939386042	0.362821154112574	0.249965955703025	0.344112055909655
VMP1	5.50763559802382	5.31282684028756	5.56838999836395	5.62590890581407	5.45159925773703	5.42871608310276	5.46294897815599	5.46646016097199	5.49348664444558
NR1D1	2.16073701016186	2.3056727166549	2.24181993814979	2.2389667826845	2.31279259588722	2.48379199018501	2.33030936683676	2.17968477958679	2.06235652367337
NR1D2	2.19909880610362	2.03553851019659	2.16270693841246	2.43342775536567	2.12071759791445	2.26535491972359	2.27912720277759	2.37249583622816	2.22000074944369
UFSP1	0.389573866646851	0.967509103819653	0.77490764244711	0.430619755483077	0.824876848151054	1.16046419587488	0.696539849826391	0.763857801283091	1.14716144691331
OGFR	3.78229756313117	4.02165414059344	3.94249104918297	3.74033578792678	3.85361743059622	4.04027772870022	3.92508137640395	3.70351301748765	4.00263800204237
KDM4DL	0.0534124019945093	0	0	0	0.0181122256561316	0.0587010780422746	0	0.0560720488015632	0.0224390510228709
RP11-165H20.1	0	0	0	0	0.0151296447075599	0	0	0	0
PTCH2	0.080128204420308	0.135630664335453	0.100200240353185	0.0658793675488911	0.114897305253824	0.106826464140996	0.0729619256508607	0.0840798920811156	0.0777679563994239
PTCH1	0.599001431977743	0.624276266550514	0.562512981684443	0.533573751483439	0.502869019251023	0.615879810293193	0.570111080566305	0.518673615789089	0.57425658739013
TIMM44	4.29382672021356	4.37148498723355	4.40920237246361	4.26369280376846	4.33364786882412	4.24438696772798	4.1490188976675	4.30533520955351	4.22281492244454
RAD9B	0.383168808937332	0.336307697379578	0.339383261526328	0.427159265130173	0.427477308770276	0.330727495347855	0.541460945134532	0.317168115716847	0.325221070241229
RAD9A	1.76674407037874	1.84148445187607	1.66875904786836	1.55006656439381	1.72786878020967	1.81543794127305	1.64981602466755	1.64342799581645	1.72870310153697
ERGIC2	5.16293059437404	4.87481324976513	5.03418732617911	5.25957466732074	5.15266719631478	4.93068355392753	5.03176546612268	5.12438444907669	5.12513060046482
ERGIC3	6.44225675896632	6.46761671745882	6.42215450298071	6.41967673056548	6.41596495470977	6.47969314873501	6.51969458267734	6.42562067269603	6.37500209333212
ERGIC1	5.57071468584907	5.69119016454431	5.63802661765991	5.53825046686416	5.61673897713305	5.66774268755869	5.69643631470211	5.63886543927952	5.60521036526053
MIR3165	0	0	0	0	0	0	0	0	0.574203949260562
MIR3167	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0.480109854475317	0	0	0
B3GAT3	4.42507539944444	4.531664387903	4.40484140797804	4.38336818608713	4.48495270078212	4.51483887771164	4.37972623042351	4.40177882208114	4.44483945328293
B3GAT2	0	0.0282499272296455	0	0	0	0	0	0	0
B3GAT1	0.225163111686456	0.235115305700905	0.227652878122012	0.20661260113984	0.206104466115362	0.339914133413464	0.201993977340452	0.251158208320694	0.163939128877571
MIR3169	0	0	0	0	0	0	0	0	0
CALM2	8.15568230341722	8.15674500987578	8.20876318672515	8.25525837598127	8.256466392098	8.16141727254049	8.2988344856287	8.27111051246835	8.26361333505145
CALM3	6.39709889362934	6.46384212470062	6.45171965659076	6.27974900504682	6.45795590495089	6.46856360070744	6.46613232620415	6.3819406636771	6.35650221399796
TTC30B	1.40686488825024	1.44765124579353	1.32921076900208	1.39033350051666	1.27463758985247	1.447127850716	1.45439104004421	1.32628726836923	1.41361158162007
CALM1	5.98740098410549	5.96946843137384	5.99603268442935	6.00687486406434	6.01962936152328	6.03016344917017	6.0288299254869	6.01100598246485	6.03509200232417
GSDMA	1.92315430629614	1.90461875500127	2.05564669242952	1.53654747593336	1.74947252569793	1.98639958654475	1.82981517725879	2.00718063834461	1.86515625094344
GSDMB	1.38366348911513	1.12324953536829	1.23802841040562	1.21198015874999	0.997424130430738	1.40415464419306	1.0579992649623	1.05387115462982	1.28629161641251
GSDMC	1.20176296645221	1.07589231371668	1.02039621540566	0.896531890672393	1.02457257099495	1.09311285513675	1.04464807567413	1.11188822754384	1.17399905080774
GSDMD	1.86506626656463	2.0299101640232	1.95712250560566	1.91032788237735	1.93275732996975	1.99706201331346	1.87993916136849	1.95412303847682	1.80989144094331
UPK1A	0.482056136862754	0.457853917911396	0.385796571582913	0.359808188252141	0.367306329940004	0.398008678983996	0.418943177530494	0.339461003021985	0.344612623886395
UPK1B	1.38266085913362	1.61027486564714	1.51722245156713	1.44645360334698	1.56906516859862	1.51422162690462	1.53717130173319	1.64015986091143	1.78270860062158
DLGAP2	0	0	0	0.0123241335713642	0.00842144386362455	0.00922475547977711	0	0.0131871506152341	0.0104416132752785
DLGAP3	0.167319902274078	0.315077154626115	0.418803499610259	0.283682313616764	0.230202196069649	0.345727844981995	0.229372933034914	0.239885387694718	0.292629702659552
DLGAP1	0.0756601208181046	0.0867213071797917	0.0242507700640568	0.0982546900618865	0.100495238643654	0.0740897392847275	0.0974277314632844	0.0621273488274872	0.110449042833302
DLGAP4	4.26726020082516	4.39296384369582	4.29674717174831	4.23248570900984	4.31113297180417	4.43149354033519	4.31261707916539	4.27785561120707	4.28515271970803
DLGAP5	1.10044947862723	0.849831335269729	1.00945857846708	1.05738936630064	1.05847655064319	0.967443699544734	0.977281642097728	1.10917252312502	1.04960728198627
FBXL14	1.11777725300391	1.1545683371249	1.06034804618654	1.10347764628287	1.02563656390704	1.37579635352911	1.35708790891863	1.29224475717682	1.14780876291556
OIP5	0.973469232813636	1.01172043634141	1.44308669493891	1.30535729047861	1.16555896937182	1.08841863853338	1.13402194736652	1.06175784048776	1.32932014677893
FBXL19	3.92816828810405	4.09631840127516	4.06978541312399	3.83113064680952	3.95370527505285	4.1443361321177	4.06997953826466	3.84497467828605	4.06470323541554
INO80B-WBP1	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0
PTPN18	2.67490112131428	2.83212104183035	2.80873857258384	2.65247083572092	2.82717645745629	2.83810269984553	2.75421035626742	2.63627609880463	2.73898451218078
MIR505	0	0	0	0	0	0	0	0	0
PTPN13	4.1889186096566	4.08476878421619	4.11683287949579	4.1196062234212	4.18439743577764	4.05687528866747	4.14337929336235	4.11208490383135	4.12860908934001
PTPN12	5.4238725727737	5.23440495967011	5.31717351864707	5.38839628342599	5.32761263993803	5.2547391572253	5.35705633394171	5.39255335965464	5.37235652812032
PTPN11	5.58544178418121	5.5198375827401	5.58193081139981	5.62329573372718	5.55232560862607	5.4791839535708	5.53478767307884	5.60778086073621	5.61443898609764
PTPN14	4.65979729805625	4.61802242150698	4.60575979394079	4.60969198877467	4.51369078232155	4.59944788597001	4.5743898466877	4.62665361627161	4.59688149708131
LYAR	4.22995637403336	4.21607927979087	4.28295261388313	4.40002654458311	4.33602650691248	4.11016169180334	4.19198476576104	4.35584588457178	4.27292566029329
C2orf81	1.35801583287707	1.32355083157253	1.29739861537626	1.19041135532524	1.30540502502811	1.47099500007472	1.2642190765275	1.29604614764973	1.15940532864938
C2orf80	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	0	0	0	0	0
C2orf82	1.43694207762038	2.17633659659488	1.52680117228538	1.08235361430686	1.29960200113443	1.62708532039359	1.2649352961785	1.26029657233007	2.10822442249005
C2orf84	0.035433068715408	0.0306291625916743	0	0	0	0	0	0.037208958256672	0
SNORA84	0	0	0	0	0	0	0	0	0
C2orf89	1.49105600198081	1.60010458814321	1.47701620522914	1.64772235770058	1.67072650922913	1.60022867055208	1.52262008663107	1.60350481566906	1.52147332266043
C2orf88	0.294970678096705	0.194974211183219	0.200448212740465	0.278612075486227	0.220570394958701	0.1767333700706	0.325855909881661	0.259327334956036	0.249224448106903
MSMP	4.23666764670709	4.23449479207078	4.27796549113322	4.1659181356331	4.10379458173718	4.2319692074127	4.16527196227608	4.2379168701384	4.20888072389372
MZB1	0.0749667218371107	0.064922184915049	0	0	0	0.108760683984068	0	0.0786707385377217	0.0625831241988297
CDK2	3.80974021040035	3.6035638017498	3.68325037308438	3.78896973096723	3.82744379929226	3.61183143348792	3.62141756426362	3.84407680193343	3.70312148836133
HLA-DQB1	0.0995407762471055	0.117377778817185	0.127986221319101	0.178218451971588	0.116025007990358	0.109227160914659	0.13398632930852	0.066139916817815	0.0628558500299582
MSMB	0.236609110550609	0	0.224444221044825	0	0.308928551755903	0.0914080150396413	0.187450927984848	0.129130101797086	0.103086741593662
HLA-DQB2	0.00707226856458325	0.00610527092195889	0.0133303917806803	0.00694321622893542	0.0375042954417074	0.0308909281164086	0.0219107628214385	0.0440189539081702	0.0291679594535598
LOC100129027	0	0	0	0	0	0.0258195152864177	0	0	0
CDK7	4.20068618990797	4.17896976705683	4.27798660794795	4.40665953579713	4.36156546045841	4.10250471713141	4.14249216009168	4.30000820607653	4.26115404441748
FOXS1	0	0	0	0	0	0	0	0	0
HAPLN4	0.0183920194515452	0	0	0.0180576965314116	0.0367287778978845	0.0135231385383708	0.0425961812301469	0	0.030447369447755
LOC643733	0.192217555242717	0	0.0939706684805482	0.188921987156599	0	0.143540868542988	0	0	0.235964633554667
MCHR2	0	0	0	0	0	0	0	0	0
ZFP161	1.91846476209548	1.69058923335607	1.73464773104031	1.78352151394092	1.65630146021123	1.74392008186085	1.76978284273705	1.77836405254111	1.781216196855
CAMKK2	3.23556100879242	3.17979855102224	3.14488083766573	3.17358345514085	3.12767946817711	3.1970317817001	3.18256094776788	3.196178534656	3.24390927790762
CAMKK1	0.931944859385117	0.841545309129852	0.826656477982251	0.904476723740661	0.894832549624712	0.891196006604177	0.822319073980873	0.981614629267232	0.817878434614224
LOC84856	2.60598834162886	2.56135937974082	2.59034791422586	2.58376339010756	2.59971665039415	2.63763664075151	2.61419050909624	2.47051870876052	2.5165554750901
CHMP3	1.46926153430239	1.0847303342109	1.06787330551772	1.23670647617175	1.31641061945054	1.03193773331592	1.13367860343558	0.948077951534405	1.14147105372028
RPL36AL	7.92938363131487	7.86172031913143	7.96721138938741	7.89785109214248	7.95838617530531	7.82866773185971	7.97563418336643	7.92401973093957	7.89471253498466
CHMP7	3.53370060528512	3.43756594544947	3.45700642005897	3.45529414863964	3.41911876847808	3.47529097217077	3.33969680682317	3.57463570721064	3.41785449223956
CHMP6	3.68657112113498	3.68366763336066	3.65443091773159	3.58902616599773	3.71468176125192	3.7182072217508	3.64089658912426	3.52716660505246	3.59227141814156
