	KRASWT-2.rpkmlog	KRASWT-3.rpkmlog	KRASWT-1.rpkmlog	KRASWT-6.rpkmlog	KRASWT-7.rpkmlog	KRASWT-8.rpkmlog	KRASWT-4.rpkmlog	KRASWT-9.rpkmlog	KRASWT-5.rpkmlog
ITGA6	8.40974424001915	8.31818013347534	8.45289803060904	8.45138259925306	8.43616912956319	8.45616021487186	8.40999706705571	8.40840509623776	8.31585988706571
ITGA7	0.0634088781053735	0.114012525720852	0.104431968537433	0.177935932587574	0.12937964202914	0.0535960535234492	0.0939226935276275	0.10594874385325	0.0450123607561808
TRHR	0	0	0	0	0	0	0	0	0
LOC100132287	0	0	0	0	0	0	0	0	0
UFSP2	3.46184301488981	3.41197955881552	3.55636030223003	3.4694757402024	3.30162230127079	3.48287842980461	3.33360894273038	3.44742707241393	3.4096014615298
FAM212B	1.74665194227664	1.80522393742034	1.75101649020325	1.7203001294676	1.759003364195	1.74296109793465	1.75819115330151	1.81694250519902	1.81795102959017
FAM212A	4.25932091120552	4.24715706783974	3.96838030140999	4.12890841363519	4.23039596714954	4.04843411247415	4.10487929306975	4.08793664015483	4.11034736153246
CHST9	0.179678763612488	0.224744917433388	0.169474361108123	0.152858951170043	0.150755976756107	0.323516473552484	0.186363891334776	0.153763670768548	0.121284535423429
CHST8	0.0389536580660695	0.0395982001272425	0.0486475415036266	0.0220138237900093	0.0186175560226733	0.0328822600611307	0.0642293730653495	0.0493679697245017	0.0845061795307049
CHST1	0.0982259842487807	0.113530174429978	0.0939207136371583	0.169160149561617	0.144159705141428	0.10608872179771	0.15988925115133	0.151800352715843	0.134373208491885
CHST3	4.70206906769923	4.72924875444465	4.70910503196971	4.65717103162813	4.61360571881651	4.58120877829933	4.6672068457393	4.5787962010258	4.77133945351188
CHST2	2.90305140848238	2.87869539907185	3.06614280822648	2.82268523048228	3.0286505799868	2.98991614309966	3.12131460161477	2.87743272360154	3.08831295604957
CHST5	0.068751215790634	0.0698769966996973	0.179530623117731	0.0770269717984684	0.0653329425399875	0.0723015239143364	0.112621312869836	0.0727715451667841	0.119111474116512
CHST4	0.207528312283856	0.355749714082549	0.264286541014043	0.231226995977961	0.371482525187371	0.317488017358948	0.280313945009388	0.159127553483398	0.241069526351784
CHST7	1.00894772125426	1.03342219335534	1.19545819209145	0.916049481025389	0.859468748770014	0.955734349483815	1.09882533864056	0.992394056229992	1.26726088877243
CHST6	0.312567046042193	0.357397304228704	0.333233707041327	0.368753054275505	0.25259058313481	0.341249714768457	0.369864358280169	0.286632975351135	0.229788240478232
ITGAX	0	0.0124589497028486	0	0.0137619166511075	0.0116336107776338	0	0.010199521346688	0.0207215394158202	0.0321889021980422
BCL2A1	0.0594299597035451	0.118384647387393	0.189698458920327	0.0666093984093041	0.163171616737931	0.278039946111986	0.0495994522559117	0.0505512125273561	0.24535963371687
ITGAV	5.90301246833439	5.80718266630721	6.06787646303506	5.94483427818435	5.89947470190609	5.94542666046583	5.89638538011744	5.86395467325375	5.82880824147332
PREP	5.55552575259298	5.43567314746034	5.52265286251574	5.55544212043148	5.53297876783859	5.56202523399131	5.48684078699165	5.55747427889285	5.46083881536234
ITGAL	0.156004541882111	0.138330946134934	0.123055524529806	0.185065017189581	0.203822338788683	0.149286221233033	0.188155034927372	0.141814233944069	0.155889877812911
ITGAM	0.0120073777720705	0.0600322050236672	0.0299058919874451	0.0268446950752207	0.0339308092897812	0.0499101215737822	0.049291158841924	0.0101883436362179	0.0211062692129163
ITGAD	0	0.0147941526742401	0	0	0	0	0	0	0
ITGAE	1.92752516107653	2.14241418598726	2.12832267885321	2.14653380331276	2.28111416138188	2.14323771802469	1.9588322864564	2.23582008528851	1.97269435918628
IGF2R	5.76316160987411	5.77098946097683	5.6783228607199	5.60544353934201	5.61883140422247	5.61731771443967	5.56948845719402	5.69762567944727	5.68505203382109
LOC649395	3.81125254895079	3.89054685648867	3.86215191967709	3.95220994019998	3.88531458335288	3.86246383217618	3.74786496356162	3.86228163198048	3.83172599691425
SLC36A3	0.0190532351736854	0	0	0	0.0180903644229069	0	0.0158647087883078	0.0161727707487103	0
CKS1B	2.64063938656321	2.79386535531386	2.69724445257137	2.87132510281611	2.58749558951229	2.78511319203681	2.70774547256613	2.88856072453712	2.41997228491078
SLC36A1	2.41537246340989	2.43862588439459	2.38345787476171	2.41207280273054	2.34896447458771	2.3947422157429	2.44495146040427	2.42145810650725	2.3894444146496
LOC729264	0.291104203477068	0.191662764653217	0.218379795002755	0.170703466876375	0.179675708991786	0.332226831682103	0.354940568762817	0.250460098603038	0.135613887936208
C14orf118	3.24057717573708	3.4430902976417	3.23933287574098	3.37222291577596	3.29280683879917	3.40099142987509	3.12726245285096	3.29249805972543	3.38015308835194
ARTN	4.08516157121553	4.18711114011761	4.15542902199351	4.12956253848877	4.12099989658884	4.08291705636346	4.37028288740919	4.13802535399475	4.30444497675345
ART1	0	0	0	0	0	0	0	0	0
ART3	0.426794638882406	0.329617305732462	0.448122719967725	0.388948391062373	0.384000279532787	0.451332599408336	0.319782222780717	0.391074118684626	0.359830284294206
ART5	0.0714565794118121	0	0.0302785040354769	0	0	0.0305284390348489	0	0.175265830072497	0.0319375356190377
ART4	0	0	0	0	0	0	0	0	0
MGC57346	1.70690709286474	1.67948782456333	1.77389899200159	1.76947065989453	1.72843532817588	1.71714637337529	1.69050915421561	1.68427497638755	1.68802882984468
CRTAM	0.113524505289923	0.0930098312872608	0.131916171727584	0.0775069107645027	0.0222484173444925	0.186404285180599	0.0950360583133233	0.133813961717801	0.119842943805799
CADPS2	0.944615383192941	0.880388686915435	0.97694852906023	1.13266515375988	0.960244875471324	0.92150998680857	1.03231238476203	0.942716576285028	0.931393870898161
RLF	2.8792722752913	2.81397299433735	2.95672285412551	2.93041051953737	2.91117215914414	3.01278576309988	2.90316554957935	2.90162901437395	2.86772921876228
CRTAP	4.35191090224468	4.3835711777604	4.34386816511333	4.31951800531504	4.30249254453924	4.29747927718523	4.3954188449858	4.3227074686414	4.37763037411088
ADPGK	4.26244375367174	4.2624455709985	4.20771345125612	4.40381550230662	4.28950943718669	4.27932319720223	4.22667148419974	4.30973065408867	4.19173748247171
HPYR1	0	0	0	0	0	0	0	0	0
CPEB4	2.550773806622	2.54270811583383	2.63182658443615	2.58114772963169	2.53878787539163	2.58822316847861	2.54805141620829	2.60650908918716	2.57628705017144
CPEB1	0.227057124724587	0.258713481249837	0.329178288352444	0.342692401718757	0.255963237529005	0.331631510985026	0.214953056073484	0.242540915304717	0.226894204655768
CPEB3	0.161891404200189	0.312072427279409	0.375861228589032	0.254275144542059	0.343988777044867	0.256415449343197	0.266670189370137	0.297919294937675	0.267337682738149
CPEB2	2.60377486138031	2.52165328523551	2.68824969120977	2.54746435979408	2.64437452156208	2.57815011937626	2.65355567237456	2.60014392002738	2.62128903361327
SRBD1	2.98629901137623	2.98955655290324	3.03431499907887	3.13428033663282	2.96281320200188	3.12329595929596	3.01129131840017	3.01965591569191	2.92006567730268
ABAT	3.37423067130033	3.31938307204923	3.30165036838387	3.38996730562004	3.42109515271361	3.38656773604946	3.32508124569855	3.37013935395477	3.29235011132732
POU5F1B	0.433260173981908	0.204940528594672	0.14340306533754	0.189748868893409	0.221857603076033	0.396310344706793	0.169745284192141	0.145457931028617	0.17932844643039
LOC284865	0	0	0	0	0	0	0	0	0
PHOX2A	0	0	0	0.0373494602456249	0	0	0	0	0
PHOX2B	0	0	0	0	0	0	0	0	0
UPK2	0.510548509494261	0.517743367205186	0.319951934144505	0.251969291091974	0.26483655045136	0.237354134819136	0.398165580000849	0.147974164869787	0.247532158174237
CFH	0.816732267333779	1.0099294219681	0.988702754120526	1.027766170663	0.861820197754872	0.774080081823464	0.785558199032747	1.09078381482357	0.903893261313198
CFI	1.43651276856823	1.42186133896691	1.27841338984094	1.44998609031532	1.37987109919226	1.44959853848456	1.35436655049043	1.37141891991805	1.32464200452094
ANKFY1	3.89317807706491	3.88704040915331	3.88230748544988	3.89737218497385	3.85270352828841	3.86444028828246	3.84543499775111	3.81139973110433	3.83639554106965
CFB	1.97720599626297	2.02835874110206	1.9793118463054	2.00004916464571	1.96110851079853	2.08073289395932	1.98340205063294	1.89427387394111	1.87586788595452
TPT1-AS1	3.05805048254808	3.07918960220245	3.07089962714909	2.95873008363856	3.02735137462879	3.03982815176663	3.12373191574207	2.93225489107268	3.01024247608828
CFP	0	0	0	0.104754308318407	0	0	0	0	0
REREP3	0.916736723907559	0.633822140716943	0.800488256427673	0.782814356808155	1.08650362552373	0.543036946873236	0.763342706376428	0.50411937311061	0.724490958625918
AAAS	4.13227143584892	4.0726140801389	4.06244949956339	4.15851915258841	4.13725136960507	4.07060087799625	4.16300401395679	4.11052389387908	4.17271364803417
SIDT1	0.298561967336647	0.23553868609505	0.285180753510093	0.24740941561104	0.23029601636651	0.230987029197566	0.195436749084024	0.304862775959901	0.266290484634423
SIDT2	2.97095140271409	3.03238882283677	3.07127715740841	2.97798861785281	3.00721818520867	2.89939311813573	3.09299641405289	2.95476155870127	3.09705393592534
CDH24	1.79819843441326	1.77763283297473	1.62259961642913	1.7092778650013	1.77652803241856	1.76447481002735	1.83277265630745	1.81458992224573	1.84322806986979
PISRT1	0	0	0	0	0	0	0	0	0
LOC283070	0.31790614508719	0.341832888291234	0.28648975403319	0.288766616157061	0.458774637205785	0.336892486461495	0.438718229229278	0.475304671780511	0.520747215616643
SAGE1	0	0	0	0	0	0	0	0	0
AAGAB	5.09193117937176	5.10219583495673	5.16586443347105	5.28469929007589	5.15530026918356	5.26381858188782	5.15830723080967	5.20405747576398	5.05573724702721
C4orf19	0.404933813514464	0.467386824480423	0.432185629135004	0.371409364665966	0.331069291364125	0.425872944452853	0.373603733128874	0.257005417770532	0.320568850560191
SLC7A6OS	2.34070419389526	2.33897687094432	2.282147565423	2.35907319193718	2.36712959998134	2.31564599335717	2.25281157435711	2.34691953370419	2.34428476148312
C4orf17	0.0345540024508846	0	0.0289225732905701	0	0	0	0	0	0.0305080929328533
ECEL1	0	0	0	0.0223118070645857	0.0188698668780879	0	0	0.0168701275208913	0.0856253934124233
EFHA1	4.53081580740405	4.44469431052921	4.84535619005998	4.74140634950968	4.66669639759057	4.7264488749717	4.59120232318	4.69458668314905	4.38396534933322
EFHA2	0.891732338437233	0.737672769665844	0.924020237127022	0.749957069820206	0.715427365654387	0.754493874767845	0.796001947764039	0.814833120090858	0.825151372029273
AAA1	0	0.00937035704499991	0	0.0103514741539782	0	0.00776727707648609	0	0.0155956828242929	0
NBEAP1	0.520245487529158	0.733114921367348	0.735517833149808	0.650016639024419	0.867293664909233	0.740316682990623	1.05894676302548	0.515564495898374	0.82019109138637
ETV3L	0.0286527597391839	0	0	0	0	0.0241734425877451	0	0	0
GCFC1-AS1	0.138257941763058	0.166991698746831	0.224088146717545	0.28061868063227	0.168769114650457	0.106010899274055	0.126994957868476	0.151690721090688	0.180162164973507
TEN1-CDK3	0.0170795114150905	0.0514781971078492	0.0700361743716101	0.0567824170547493	0.0322514083240298	0.0427770900071967	0.0422452979197705	0.0430580367964786	0.0299822038697589
MSL3P1	2.39632604801254	2.32537109178423	2.31096325651547	2.38117500442822	2.25789562447894	2.20973155944616	2.39952484098975	2.34270372509666	2.33373591194671
LOC286297	0	0.0111781268102489	0	0	0.0104373289419196	0.00926676590791353	0	0.00932834066274764	0.00969779286253428
C15orf26	0.0358757793551634	0	0.0300311693429821	0	0	0.0302790840590566	0	0.0304788129973576	0
C15orf27	0.136432243626901	0.138614296235512	0.186620199293852	0.245788358486307	0.190563699879494	0.240033764801046	0.16830938714457	0.189254804335332	0.214522079653085
C15orf24	5.7942920833735	5.84790772653859	5.82413633648228	5.94874874864157	5.88301500972553	5.89401848101978	5.8211196153952	5.91035408116736	5.7529570854549
C15orf23	3.65608581450476	3.62816240147138	3.65002243283184	3.66224421842119	3.60018356424614	3.63266958254184	3.57910052643877	3.76773934503368	3.58372816500259
C15orf29	3.14005661149566	3.10571485002219	3.37943470182887	3.4250855377616	3.22954934167133	3.45264976577293	3.21257392804106	3.32313197068518	3.1285776697281
ZNF117	1.11382905285774	1.01436630968035	1.21681239318845	1.07948603785709	1.17492251821729	1.07797623335324	1.19059905799766	1.0866006039428	1.02669520623897
ZNF114	0.688146248909084	0.791718175114543	0.609392112420401	0.550485703983184	0.612533540604671	0.655745372548036	0.780469298429999	0.587889602211974	0.665788623313809
SEZ6L	0.0173042248579018	0.0263092972557937	0.0216508797655802	0	0.00823800629697223	0	0.014406932527305	0	0.0303748986327028
PRKAR2A	4.14204992880824	4.08919752024423	4.17903461590269	4.10803602104677	4.04787126953113	4.03974617534699	4.05777997029551	3.96641905858143	4.14658713791724
PRKAR2B	0.787232460843608	0.903117336964697	0.922854887679961	0.980906061755079	0.711447726723144	0.696415588375347	0.783046541528965	0.8546489334137	0.803173767891502
MAGT1	4.86724662117103	4.84685521294898	4.9934429211439	4.93958553052002	4.90419058194921	4.91018557881859	4.82853275448291	4.93728367029561	4.82158177437481
C20orf54	0.49775990311775	0.426663815812882	0.657875166266947	0.515898361191045	0.532998666119588	0.519877876884335	0.644307668726859	0.471774679744468	0.527177494317571
TMEM200B	0.203631584395721	0.263488019766176	0.340211914635034	0.205767648870159	0.229786500128604	0.252831771158399	0.395295694016494	0.415998933257363	0.356905616113327
ITGA2B	0	0.0173435863354272	0	0.0380570518561307	0.0161964784051181	0.0143832302559926	0.014202681794237	0.0144786321041151	0
PHACTR4	3.20605709510934	3.28100149274703	3.28640682104702	3.15715894222514	3.27147271284577	3.17508942034154	3.16372981597651	3.17288447017441	3.19355470192056
PHACTR1	0	0.0593381082802302	0.0648777599747502	0.0221427296169094	0.0187267032470765	0.0166318177625628	0.0164232037570967	0.0167420478116873	0.0174033566266626
OR2K2	0	0	0	0	0	0	0	0	0
PHACTR3	0	0	0	0.0201380596443109	0.0170294769928233	0	0.0149336676117614	0.015223745779914	0
NUP107	3.72791614149688	3.76526174527659	3.72311297892174	3.82573155531669	3.7607277413703	3.63213233655086	3.7009581836557	3.75806085448531	3.71995435091001
KRTAP2-2	0	0	0	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0	0
KRTAP2-4	0	0.144771076806627	0	0.081780689306218	0.0693821917400638	0	0	0.0621432242280913	0.185605321933355
MIR4708	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0
MIR4706	0	0	0	0	0	0	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0
MIR4701	0.569121936628395	0	0	0	0.939642801315412	0.493012516208326	0.851585782618481	0.495793653628333	0
MIR4703	0	0	0	0	0	0	0	0	0
SBF1P1	0.287042053381224	0.21980970363611	0.216937446053357	0.22320526550195	0.244107779468779	0.252036408492293	0.275030169142046	0.312167702298122	0.199649788114658
VMP1	5.39755189732767	5.36559995680407	5.45504254018596	5.54303082769479	5.4367917715298	5.4312330648273	5.36477068650135	5.4796302042585	5.40645032590011
NR1D1	2.09710234521619	2.25844204744939	2.11663219455914	2.13560620300577	2.11861705238093	2.10579266847209	2.21527458584383	2.0927720494347	2.14014540616242
NR1D2	2.32666502115526	2.20792020141982	2.35017382264362	2.38961822903875	2.31405304475463	2.25509416709563	2.26287544778054	2.3214719982096	2.20960517152856
UFSP1	0.563444759605836	1.12037635679867	0.873062894351691	0.577362780128816	0.576558466752645	0.851954692825436	0.971127533487721	0.715011199559929	0.796761698640176
OGFR	3.7949656048417	4.02346929179633	3.90995008240879	3.77079147972918	3.87497260743966	3.76583958100098	3.87753066937705	3.77032159564975	3.87742302554383
KDM4DL	0.0242553089445443	0.0246587223881942	0	0.0272255691988894	0	0.0406310972267319	0.0597775311099177	0	0.0214063291108252
RP11-165H20.1	0	0	0.0169513292005455	0	0	0	0	0	0
PTCH2	0.0485587586028632	0.143284074783781	0.128211631557319	0.0939791359567479	0.057433719900305	0.0906888034946303	0.137043082934756	0.0514192598602563	0.0947851209087195
PTCH1	0.624837759076515	0.551881110867794	0.53518677446391	0.551341127580645	0.586812675772534	0.557225757886756	0.438858884037922	0.571230431199528	0.548294620499195
TIMM44	4.27951694764452	4.24361810193403	4.15619039980502	4.33823011365163	4.17250220481742	4.30185238992799	4.19896385783321	4.21102251630725	4.21622221697281
RAD9B	0.30032217957546	0.401483511304486	0.560249808473146	0.360269549196076	0.46403782593394	0.399432230429515	0.451497520067293	0.459047923357621	0.354147299061588
RAD9A	1.6910325142376	1.75311767773216	1.69985963700531	1.88637542017059	1.8494912833848	1.77665931163663	1.86884278595151	1.771216087382	1.81739315029598
ERGIC2	4.97760042540834	4.97921255258259	5.18821227994467	5.18015369913659	5.09648003382626	5.17155476148703	4.98390856951202	5.09800740390451	4.886039186603
ERGIC3	6.52967710238959	6.50641391007678	6.46369275360315	6.5144871181044	6.45612235370032	6.52924311693933	6.58447113078418	6.50471059816931	6.56227923777631
ERGIC1	5.56260395271287	5.52888636163641	5.51002758873256	5.54761335951351	5.50450738973961	5.48337230730727	5.57730176885125	5.52539954466445	5.53852837853761
MIR3165	0	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	0	0	0
B3GAT3	4.27728104556332	4.51685652849266	4.35483490811661	4.38568176505463	4.48988686003706	4.42073074837556	4.3950303488322	4.420236375493	4.48627592982771
B3GAT2	0	0	0	0	0	0	0	0	0
B3GAT1	0.105583480585663	0.12198635238838	0.100966877916999	0.0853427482281964	0.141373346847149	0.0894434294705992	0.15999569682928	0.151048313993453	0.156735999723609
MIR3169	0	0	0	0	0	0	0	0	0
CALM2	8.07783870002988	8.02389505402018	8.25007118201315	8.07093941833696	8.0906675051206	8.11315882176119	8.12768710919456	8.12844673594366	8.04121902819656
CALM3	6.47550533343039	6.47917208287357	6.37950816098197	6.40216855731923	6.45028955457595	6.44718444040349	6.47147726376819	6.43075480364222	6.42762542406319
TTC30B	1.48535355052149	1.52396372982053	1.56909320989227	1.68155462781083	1.66169649677544	1.62511471313243	1.41097639987553	1.33698493665489	1.44313887055576
CALM1	5.92582831796472	5.89970716059288	6.057364478004	5.95021434256394	5.95865321761072	5.96661294844319	5.94804966471622	5.98920518626107	5.9701292750814
GSDMA	1.26967996487988	1.12027703626635	1.37414583048433	1.347287515896	1.41673430181675	1.3024622486825	1.30055581044519	1.37883801092516	1.17649064941324
GSDMB	1.3291906630576	1.31812058507927	1.31230558565443	1.32339747215833	1.47996377731086	1.40244088250853	1.41100258913893	1.29275756113794	1.22257395102779
GSDMC	0.974081040958395	0.908095955027897	1.11891659707331	1.11483101530225	1.19522623202622	1.03296168042925	1.23949558654964	1.03787057931413	1.08461757357966
GSDMD	1.83869352465925	1.87622258265904	1.93494655684371	1.96871982383375	1.93620799751483	1.83402123163376	1.8820653628586	1.86921607263676	1.94936685657804
UPK1A	0.36941961634248	0.411098848473374	0.376256986510808	0.327733504487632	0.516899674297421	0.523086599392853	0.433605522271611	0.381237480114353	0.425531007373919
UPK1B	1.87910834001821	1.81863709456391	1.87664464048786	1.93157651713904	1.83949465735963	1.93521344281312	1.92780020514298	1.78017256888954	1.70469158058663
DLGAP2	0	0.00575102639081854	0.00472675202323896	0	0	0.00476611838876287	0.00470609369353439	0.00957977210011567	0
DLGAP3	0.436996538167571	0.40707429845545	0.255744783757305	0.40379392256023	0.324054792286389	0.344911161627783	0.432344046742678	0.303778862443191	0.485062789662819
DLGAP1	0.119101913443794	0.128255188158894	0.075764234074073	0.125192665606758	0.126830811922701	0.119135980290939	0.0631383548409944	0.101616757742344	0.079847570014729
DLGAP4	4.44039164969723	4.33396062514386	4.37764712290896	4.34681191044109	4.45000224736052	4.34355307708931	4.38749575307611	4.30732581508033	4.39120291549728
DLGAP5	1.1092278547552	1.18157137855559	1.07480897191198	1.18362464683042	1.05244301865561	1.1247674716679	1.00384920344986	1.22050722760997	1.00649142781773
FBXL14	1.23424320600466	1.48310049665192	1.173431163771	1.27156988933358	1.13398659040834	1.30548308835982	1.11892785291297	1.08071826338385	1.22749003445468
OIP5	1.36297889125663	1.16329000599792	1.19317684419452	1.26663230862878	1.20757344238084	1.31410349314144	1.13807199439138	1.51100154646514	1.35380384209686
FBXL19	3.94350306245892	4.06815942175042	4.04512987601702	3.93300177261677	3.82961558082791	3.81976629228036	4.01844910445138	3.85364367683712	4.13506199094002
INO80B-WBP1	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0
PTPN18	2.77784636816641	2.82546550700016	2.70419888046076	2.72749091530767	2.76910305197619	2.68196796356833	2.76520860793629	2.81181524784744	2.89569643549463
MIR505	0	0	0	0	0	0	0	0	0
PTPN13	4.08727244403057	4.09684980906985	4.09290291443974	4.11160933014405	4.12934640163049	4.12075558375341	4.09638191013397	4.0690801309576	4.0492786902837
PTPN12	4.99984608986657	4.98906101686586	5.08568052696543	5.10358996622251	5.02835292020953	5.04779643067154	5.00058549757712	5.05133552491483	4.90198866980699
PTPN11	5.51073007832221	5.45621430987802	5.55765105045953	5.53592895371333	5.49384969811094	5.52226072190775	5.43933267146108	5.49563799165171	5.4204060002418
PTPN14	4.73543881488012	4.68272895608218	4.74560540117256	4.72085361124031	4.69270938376108	4.72130776632862	4.64094712032639	4.71164820573716	4.72845721609935
LYAR	4.01396670302699	3.88762421120539	4.01435136349678	4.04693036664726	4.01009890672442	3.99388969764718	3.8154084511778	3.96464071466348	3.99580335224569
C2orf81	1.39878925850104	1.34348185593998	1.32257854106404	1.36695789981848	1.46268278982144	1.22268739613358	1.40997708124146	1.38640239931282	1.42137575634315
C2orf80	0	0	0	0	0	0	0	0	0
C2orf83	0	0	0	0	0	0	0	0	0
C2orf82	1.18856155600265	1.58227948915096	1.74462571882303	0.820982870819851	0.97919097028371	1.44580072518488	1.50805148110114	1.29063731891852	1.48779753429024
C2orf84	0	0	0	0	0	0	0.0265775743988017	0	0.0281578627747797
SNORA84	0	0	0.320876311400939	0	0	0	0	0	0
C2orf89	1.59624193754721	1.77071518130179	1.65845143368943	1.78936776913114	1.54628595348618	1.59360582107252	1.58138529904017	1.63708723060026	1.56981180735728
C2orf88	0.267787142742356	0.216980280605624	0.263055566198747	0.1500453654385	0.334479684739073	0.274000437844865	0.24414511118957	0.257627415022284	0.238572788853308
MSMP	4.20602195770065	4.1868830277685	4.12044723766962	4.24051617623912	4.03569292897993	4.05673347635582	4.35672284818251	4.33082305748273	4.20604042759402
MZB1	0	0	0.0566654519966275	0	0	0.0571289279335523	0	0.0575022703218218	0.0597406543464907
CDK2	3.72734157188322	3.61521763400123	3.55626050212923	3.69932608564803	3.7749445024405	3.63646783149493	3.56281575766725	3.58837570698185	3.58973082328288
HLA-DQB1	0.111401366776311	0.0801617638158751	0.0753956390378042	0.08833227492305	0.0956884876745416	0.174382856000702	0.102249270494873	0.184147373489365	0.126987526297216
MSMB	0.566268937014276	0.217748802524021	0	0.238832086313547	0.296454273029815	0.26598387134747	0.414860592621566	0.0948240268355333	0.0984664344201103
HLA-DQB2	0.0189962983053048	0.0129039021271836	0.0158864132844667	0.00714418834796058	0.0180362869548573	0.0265990528186462	0.0052917077871647	0.02145939065717	0.0167614465549398
LOC100129027	0	0.0161315832671008	0	0	0	0	0	0	0
CDK7	4.13105569538002	4.11880604702695	4.26402735898323	4.21452724224072	4.17954713176541	4.27703089690758	4.1631679578998	4.1982621099537	4.12759285389029
FOXS1	0	0	0	0	0.0406239375096151	0.0361099496842329	0	0	0
HAPLN4	0.0165460470288828	0.066142146805234	0	0	0	0	0.0274199022949407	0.014042775960001	0.0145980025130071
LOC643733	0.173935935864842	0.176681988834938	0.214820876664915	0.282092371884975	0.0851636325332492	0.147870406377199	0.340765319822442	0.0763212405085642	0.0792722940158604
MCHR2	0	0	0	0	0	0	0	0	0
ZFP161	1.76321412050269	1.75758226539706	1.93548840009133	1.86526153061857	1.74952560771469	1.89715878420704	1.91084702322583	1.84818208203925	1.79973830654523
CAMKK2	3.22272410782975	3.17178465641681	3.20104202003516	3.23889226783821	3.21105583556106	3.22578446925979	3.15245463315902	3.22939958699151	3.2083054650874
CAMKK1	0.888843443217927	0.947944393909306	0.842389169026538	0.746620107220701	0.913925626810921	0.92355547961712	0.981135651717289	1.01121474533651	1.04529501355433
LOC84856	2.63477163400184	2.62662038081	2.54987413375909	2.64075286493219	2.57976632884059	2.65911174026897	2.61368352432323	2.75395015178594	2.80197367023026
CHMP3	1.21221197971294	1.24140168585221	1.06334037891426	1.29384251180544	1.30684825780698	1.29553226478785	1.11613856050514	1.42524911409956	1.1190547942332
RPL36AL	7.79095358473502	7.83548462581039	7.80623615860595	7.93039019977439	7.81956414932776	7.92497737236921	7.84701869757976	7.8991419051259	7.76875516808259
CHMP7	3.4641882338568	3.3703709800809	3.42027858583532	3.41898100989785	3.43173838491858	3.45840479514827	3.38144722080258	3.43853628482063	3.38735181167261
CHMP6	3.57183926590982	3.57635811397377	3.57171444328797	3.59209266934968	3.54277347304191	3.59233265741513	3.60874211123325	3.6225883195797	3.61865274554252
CHMP5	4.91356806358675	4.80324526172802	5.02007511149358	5.02681802511463	4.86893595295574	4.96765816094417	4.94546289450052	4.95216777407674	4.8757735257599
